LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,JURISDICTI
COMM,10,Commercial,business,0.486,K01-12126-1 (K01S01),2578165.234039291,59.18676645388351,6.6858565436939115,DANA POINT
COMM,10,Commercial,business,0.486,K01-12156-1,5840.6281743070585,0.13408290947864657,0.15169821766442185,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,K01-12177-1 (K01P07),923663.9053407498,21.20449035829787,4.138014600063573,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L01-458-1,24015.78878749048,0.5513288533272228,0.09181838673097573,ORANGE CO
COMM,10,Commercial,business,0.486,L01-514-1,116249.27921694962,2.66872691036413,0.9980006355947972,ORANGE CO
COMM,10,Commercial,business,0.486,L01-517-1,507261.6321812743,11.64517128636112,7.116624674280072,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-517-3,741692.8623077307,17.026993321581276,2.8198005590227213,ORANGE CO
COMM,10,Commercial,business,0.486,L01-517-6,15455.350569432372,0.3548074469931156,2.56104998015111,ORANGE CO
COMM,10,Commercial,business,0.486,L01-517-7,7272.859306264135,0.16696254356723225,0.11765454891835142,ORANGE CO
COMM,10,Commercial,business,0.486,L01-602-2,660625.6072975213,15.165937782550005,24.295256963221135,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-618-1,988291.668340128,22.688145581236483,24.49516547563112,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-618-2,177941.54848526118,4.084992200495649,1.0225455412489088,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-618-3,689.2618558165067,0.01582333822020664,0.22839662776110303,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-618-5 (L01S09),78113.16199603646,1.793238623728692,0.45628750018110464,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-724-1 (L01S01),50903.03014338849,1.1685774507832851,0.41232856101022736,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-724-4 (L01P03),428563.175249756,9.838496086033054,2.8132315995039203,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-726-3,115359.91124771824,2.6483097495121113,22.28140001642705,DANA POINT
COMM,10,Commercial,business,0.486,L01-726-5,6139.500289761552,0.14094409659863147,0.20454202002443345,DANA POINT
COMM,10,Commercial,business,0.486,L01-726-9,950851.3275835988,21.82863018825344,24.45168824476946,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-727-1 (L01S04),591825.7585434435,13.586504266611104,2.963877014367683,DANA POINT
COMM,10,Commercial,business,0.486,L01-727-3,202973.21528302296,4.659642497206607,98.30006922330678,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-2,416693.6423050648,9.566008013880497,9.96738691238419,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-3 (L01S02),3226442.344078597,74.06922061264213,7.304516263152632,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-4,456572.8022469718,10.481511215419186,13.23105490487154,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-5 (L01-DP),503628.8412239096,11.56177354787232,46.76384053384331,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-6,189020.68515034547,4.339335198240458,97.16579504555595,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-7 (L01S03),1836987.6753634168,42.17160292323605,22.712494773558088,DANA POINT
COMM,10,Commercial,business,0.486,L01-728-8d,530914.8675456069,12.188177025056202,26.962117538957852,DANA POINT
COMM,10,Commercial,business,0.486,L01-733-2,69021.56650845452,1.5845234755635635,1.3157295025926774,ORANGE CO
COMM,10,Commercial,business,0.486,L01-747-1,132319.02372077797,3.037638957724075,2.2905585363496335,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-766-2 (L01S06),1550899.7505415275,35.60390161063225,14.50813651585695,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-766-3,2019852.8088640887,46.36962553488437,12.532990980246783,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-766-4,74528.38771246672,1.7109432008014676,6.61283796734652,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-766-5,440260.9251796885,10.107040547031048,15.798203453023396,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L01-766-7,1819699.348648176,41.77471596573479,73.63368472277652,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-166-3 (L02P26),165555.29327179838,3.800641769856707,0.7682943436182565,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L02-366-1 (MVL02P14),220783.8670193068,5.068520435202578,2.549267578742954,MISSION VIEJO
COMM,10,Commercial,business,0.486,L02-374-1 (L02P50),580114.8013264161,13.317656606808606,2.9174525293143576,ORANGE CO
COMM,10,Commercial,business,0.486,L02-396-1,120463.39308599949,2.7654700399682604,1.4274465204088749,MISSION VIEJO
COMM,10,Commercial,business,0.486,L02-401-1,120463.39308599949,2.7654700399682604,1.3863040821795805,ORANGE CO
COMM,10,Commercial,business,0.486,L02-401-2 (COL02P55),465535.6201567304,10.68727002536266,9.145109881071988,ORANGE CO
COMM,10,Commercial,business,0.486,L02-502-1,6531.845536411275,0.1499511401256153,0.0403390952864268,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-541-2,57512.08237000173,1.320301019720417,18.67975274608944,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-541-6,339034.15949515527,7.783184472815925,44.16005530045088,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-541-9 (L02P02),716612.3833621874,16.451222447665756,7.3982850142315,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-571-3,163359.88608774342,3.7502419542986254,50.46651467376548,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-571-5 (L02TBN2),288816.6053331336,6.630343448186887,3.0030251063430513,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L02-622-1 (L02P28),5304202.680992796,121.76822538721696,47.393139277805965,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L02-622-2 (L02P32),2678615.826749223,61.49280397715045,10.759097518836615,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L02-640-1 (L11P02),4566664.277353611,104.83660569480077,20.602815558846498,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L02-641-1,3306419.549375715,75.90525195348003,8.194051333843964,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L02-641-2,3306419.549375715,75.90525195348003,8.194051333843964,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L03-074-1 (L03B01),44906.944132821096,1.0309257061785244,0.3401162183208615,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-142-1 (L03P24),1751769.788574162,40.21526160868544,15.731885934966767,RANCHO SANTA MARGARITA
COMM,10,Commercial,business,0.486,L03-214-2 (L03P18),1401689.3956855012,32.17848949632471,2.16849137167809,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-316-2,1943596.9943733427,44.61902591332974,31.193045562416593,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-316-3 (L03P12),137626.4313006159,3.159480757759243,0.8741754039042151,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-316-4,506524.4185451637,11.628247122335084,26.362858391537735,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-418-1,1554308.568124773,35.68215760738516,28.84235995551583,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-418-3,233867.956636582,5.368891003471419,80.88285657509012,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-418-8,3750103.0020462135,86.09086323469293,40.8888304216479,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-455-2,466212.0878707351,10.702799649326934,23.452097263981813,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L03-455-3 (L03P37),303250.6378433471,6.961704564957244,9.649326862158857,SAN JUAN CAPISTRANO
COMM,10,Commercial,business,0.486,L03-455-5,832929.1155837008,19.121497872134032,80.49552494018587,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-455-6,11521.158667654588,0.26449046722744524,4.953433318319891,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-455-7,106093.62585981934,2.435584257015517,3.7928936822041113,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-662-3 (L03P16),559429.4715391186,12.842784877495822,2.941216719240237,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-691-1 (L03P09),758469.204073277,17.41212667491265,3.447756841049347,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-693-1 (L03P11),370759.67910927616,8.511505099918315,3.0418618174949037,MISSION VIEJO
COMM,10,Commercial,business,0.486,L03-708-1,630558.4510411427,14.47568809188507,13.281776103694762,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-708-11 (L03P05),1759.9019845576,0.04040195188674603,0.02352946051133956,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-708-13,1167317.1417431664,26.79802137341004,41.82982698950773,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L03-708-5,436852.7646522392,10.028799634264006,34.76392748968138,LAGUNA NIGUEL
COMM,10,Commercial,business,0.486,L04-266-5,554417.1063549124,12.727716345959388,2.20258689153467,MISSION VIEJO
COMM,10,Commercial,business,0.486,L04-301-1 (L04P08),364623.45792233915,8.370636281463415,4.3634278384386525,MISSION VIEJO
COMM,10,Commercial,business,0.486,L04-702-4,2779735.13195136,63.814193088274685,17.02733810125204,MISSION VIEJO
COMM,10,Commercial,business,0.486,L05-489-3,2630844.163550403,60.39611310740653,3.295878095030392,ORANGE CO
COMM,10,Commercial,business,0.486,L05-489-3d,2630844.163550403,60.39611310740653,3.1287938812796714,ORANGE CO
COMM,10,Commercial,business,0.486,LC02-11508-3,373268.95853669057,8.569110459527181,2.6807368204381574,LAGUNA BEACH
COMM,10,Commercial,business,0.486,LC05-11017-1,450069.2446330226,10.33220947923329,16.17359171336211,LAGUNA BEACH
COMM,10,Commercial,business,0.486,LC06-11019-1,93371.73096696095,2.143528568755861,3.524710429954737,LAGUNA BEACH
COMM,10,Commercial,business,0.486,LC06-11509-2,98751.47849682136,2.2670310721744804,4.371162398278757,LAGUNA BEACH
COMM,10,Commercial,business,0.486,M00.1-070-4,114672.36051492424,2.6325256934284296,1.9202639632404328,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M00.1-071-2 (M00S04),623851.5093489296,14.321717281048056,3.435618206133987,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M00.1-071-3 (M00S04),366693.0641512633,8.418148092927462,8.33375314264684,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M00.2-066-1 (M00S07),760477.0194976559,17.45821995901882,12.805174329228972,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M01-047-1,116416.49161993712,2.672565594290648,0.37150856744695415,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M01-060-3,2171459.1365092485,49.85004183590112,1.0966235147409529,DANA POINT
COMM,10,Commercial,business,0.486,M02-032-1,578604.468435986,13.282983995886203,10.149311049280072,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-052-2,4847558.4632084565,111.28507469009368,3.582447965232412,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-052-3,469031.8126775854,10.767531882701208,6.032069745775483,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-052-4,436207.9075658931,10.013995693359917,8.435078820955384,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-061-4 (SCBS@M02),328512.3002653472,7.541634855796383,8.344203809447453,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-061-6,981218.0931207144,22.52575798909232,54.99000428083972,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-085-2,713682.3876834183,16.383958733276707,8.197376427486313,SAN CLEMENTE
COMM,10,Commercial,business,0.486,M02-102-1,9128658.737377658,209.56600670620188,4.343332022356493,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC03-067-1,264628.49761984864,6.075058680831376,3.4771740664463464,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC05-073-1,78455.74490891075,1.8011032766949466,1.4474063024352577,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC05-073-3,36092.62956355936,0.8285760774681069,2.7466318371055545,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC06-146-2 (M00P02),1112954.5480568374,25.550022954278816,7.842071884153638,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC07-079-5,34039.680957852404,0.7814466739436345,2.609512235061157,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC10-075-1 (M00P05),228045.77714430852,5.235231619149534,6.288139875475488,DANA POINT
COMM,10,Commercial,business,0.486,SC11-026-1 (M00P01),200767.43750371016,4.60900460458837,1.509227191790597,DANA POINT
COMM,10,Commercial,business,0.486,SC11-035-1d,80713.10137824852,1.852925257842576,17.33807751785683,DANA POINT
COMM,10,Commercial,business,0.486,SC12-068-2,982892.205800988,22.5641904816714,27.749170685146364,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SC12-068-4,37899.8525524172,0.8700643744784714,5.393312643847348,SAN CLEMENTE
COMM,10,Commercial,business,0.486,SM01-086-1 (M03P01),276009.5906417859,6.336333670419206,2.8868529011559616,SAN CLEMENTE
EDU,20,Education,business,0.422,DP04-12015-1,88921.22439168025,2.041358587641067,1.1410465746602303,LAGUNA BEACH
EDU,20,Education,business,0.422,I00-11437-1,531639.9403902972,12.20482247374744,2.016683965211123,LAGUNA BEACH
EDU,20,Education,business,0.422,I00-11453-1,1064948.8101880455,24.44795844802723,7.146648417358477,LAGUNA BEACH
EDU,20,Education,business,0.422,I00-11518-1,531639.9403902972,12.20482247374744,1.8917476433861324,LAGUNA BEACH
EDU,20,Education,business,0.422,I01-11059-1,44670.4637671852,1.025496842276775,0.36307983286447154,LAGUNA BEACH
EDU,20,Education,business,0.422,I01-11093-1,178472.20065905046,4.09717434687775,4.675385543886528,LAGUNA BEACH
EDU,20,Education,business,0.422,I01-11487-1,378900.93040899106,8.698403260267668,0.15515611450262537,LAGUNA BEACH
EDU,20,Education,business,0.422,I01-11487-2,170844.50796537535,3.922065917021519,2.9111674138745673,LAGUNA BEACH
EDU,20,Education,business,0.422,J01-10004-1 (J01P01),437437.6039244137,10.042225750231376,2.092617840951091,LAKE FOREST
EDU,20,Education,business,0.422,J01-10017-1 (J01TBN4),277599.8652119435,6.372841497124325,36.57805301812523,ALISO VIEJO
EDU,20,Education,business,0.422,J01-10019-1 (J01P33),752541.249045118,17.276039008703968,23.685557374352523,ALISO VIEJO
EDU,20,Education,business,0.422,J01-10041-2 (J03P13),368138.0740486587,8.45132108827761,2.255522171539325,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J01-9007-1 (J02P05),539908.1131702407,12.394634362010384,8.512055485389867,ALISO VIEJO
EDU,20,Education,business,0.422,J01-9008-1 (J01P30),170489.46866710726,3.9139153036507768,1.8499187850272183,ALISO VIEJO
EDU,20,Education,business,0.422,J01-9031-1,483609.168899311,11.102183272309228,3.7136054585863776,LAKE FOREST
EDU,20,Education,business,0.422,J01-9033-1,52110.50915789063,1.196297465577424,2.910398610749171,LAKE FOREST
EDU,20,Education,business,0.422,J01-9046-2,12354.895381304132,0.28363050507424054,0.6117496466295173,LAKE FOREST
EDU,20,Education,business,0.422,J01-9066-1 (J01P04),39119.519760426134,0.898064192813926,1.093576155235647,MISSION VIEJO
EDU,20,Education,business,0.422,J01-9066-2 (J01P03),1254325.5260147825,28.79546701863955,6.850360147657423,MISSION VIEJO
EDU,20,Education,business,0.422,J01-9144-1 (J01P23),413059.0573541169,9.482569090801263,5.404457191003909,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J01-9144-4 (J01P26),1135566.9752605616,26.069134929800036,13.472899425532932,ALISO VIEJO
EDU,20,Education,business,0.422,J01-9264-1 (J01P06),483609.168899311,11.102183272309228,1.630441272114466,LAKE FOREST
EDU,20,Education,business,0.422,J01-9275-2,1958.7458851638007,0.04496679798372008,0.1052291899707012,LAKE FOREST
EDU,20,Education,business,0.422,J01-9377-1,11349.139198823572,0.2605414278125932,0.7563577727795864,LAKE FOREST
EDU,20,Education,business,0.422,J01-9992-1 (J01P27),1418736.8300387596,32.569846304019855,5.880715414244246,ALISO VIEJO
EDU,20,Education,business,0.422,J03-9215-3,49433.806961546215,1.1348485926851992,0.7308039339061185,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J03-9216-2,826234.5097767385,18.9678102553878,1.6885988082589003,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J03-9234-6,267738.3517687388,6.1464513940624155,2.64829387664844,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J03-9368-1 (J03TBN1),671437.4638077175,15.414144847695823,16.692159207629228,LAGUNA NIGUEL
EDU,20,Education,business,0.422,J07-9109-4 (J07P02),1927899.052642708,44.25864931731069,11.206818087362295,MISSION VIEJO
EDU,20,Education,business,0.422,J07-9110-2,497298.66694335913,11.416452161248728,8.558637238605389,MISSION VIEJO
EDU,20,Education,business,0.422,K01-12058-1 (K01P08),447665.0956631883,10.277017592491806,3.1187686290265813,LAGUNA NIGUEL
EDU,20,Education,business,0.422,K01-12126-1 (K01S01),196105.57982940864,4.501982650461002,0.508553042623706,DANA POINT
EDU,20,Education,business,0.422,K01-12156-1,143504.33318215812,3.294419357236293,3.727227777761676,LAGUNA NIGUEL
EDU,20,Education,business,0.422,K01-12177-1 (K01P07),15731.792778708765,0.3611537122605295,0.07047843682866015,LAGUNA NIGUEL
EDU,20,Education,business,0.422,L01-335-1,3287876.43903087,75.47955901230672,17.058570694663334,ORANGE CO
EDU,20,Education,business,0.422,L01-391-3,236.62473233180435,0.00543217811830976,0.00635280019077732,ORANGE CO
EDU,20,Education,business,0.422,L01-618-1,216061.01700403317,4.960098283992056,5.355150239438733,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-618-3,268526.51283029135,6.164545154719124,88.98004361816062,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-618-4,359203.5791834715,8.24621248856976,7.58763980172595,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-618-5 (L01S09),74189.17588118408,1.7031559375293364,0.4333660645441474,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-724-1 (L01S01),361450.70715039474,8.297799654673113,2.927850258336907,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-724-4 (L01P03),926839.4944173966,21.277392143858965,6.084083523610542,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L01-733-2,126229.39615935204,2.8978397860066907,2.4062586380298177,ORANGE CO
EDU,20,Education,business,0.422,L01-747-2,49209.44292542347,1.129697882547881,0.46950057416775337,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L02-166-3 (L02P26),588419.8389604917,13.508314799056674,2.730686678824065,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-246-1 (L11P01),400167.58310273266,9.186620380575462,4.028683997093002,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-366-1 (MVL02P14),458.8281025595677,0.01053328599351432,0.0052978309595826,MISSION VIEJO
EDU,20,Education,business,0.422,L02-374-2 (MVL02P20),271091.93815173197,6.2234394518534835,7.379187805440353,ORANGE CO
EDU,20,Education,business,0.422,L02-396-1,347030.6464981605,7.966759288909801,4.112184424901561,MISSION VIEJO
EDU,20,Education,business,0.422,L02-401-1,347030.6464981605,7.966759288909801,3.9936613900487257,ORANGE CO
EDU,20,Education,business,0.422,L02-541-9 (L02P02),355731.07058090426,8.166494341355726,3.672557033172392,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L02-622-1 (L02P28),53974.78989573595,1.2390956335065024,0.4822656464816946,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-622-2 (L02P32),38589.42184255762,0.8858947704478436,0.15500070919220765,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-640-1 (L11P02),661672.5007411918,15.189971245159205,2.9851803559843555,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-641-1,3002762.3915085765,68.93421493558715,7.441520597107217,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L02-641-2,3002762.3915085765,68.93421493558715,7.441520597107217,RANCHO SANTA MARGARITA
EDU,20,Education,business,0.422,L03-214-2 (L03P18),9813.032009880062,0.22527711804696648,0.01518130572217036,MISSION VIEJO
EDU,20,Education,business,0.422,L03-240-1 (L03P14),5363.646054343215,0.12313286292451324,0.03580064501464371,MISSION VIEJO
EDU,20,Education,business,0.422,L03-241-3,376018.6495986626,8.632234932914907,1.1954841211924911,MISSION VIEJO
EDU,20,Education,business,0.422,L03-241-4,394.9920359568607,0.00906780569168375,0.00432836185986105,MISSION VIEJO
EDU,20,Education,business,0.422,L03-316-2,144826.20089557933,3.324765385723619,2.32433487819015,MISSION VIEJO
EDU,20,Education,business,0.422,L03-316-3 (L03P12),160047.5565501793,3.674201027142472,1.0165898808022755,MISSION VIEJO
EDU,20,Education,business,0.422,L03-418-1,1953114.8855934625,44.83752750405056,36.2427665394177,LAGUNA NIGUEL
EDU,20,Education,business,0.422,L03-455-2,102183.09532254566,2.3458104696086584,5.140166788003808,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L03-455-3 (L03P37),1737938.3021854267,39.89773310283496,55.30057533701079,SAN JUAN CAPISTRANO
EDU,20,Education,business,0.422,L03-693-1 (L03P11),503386.36201671785,11.556206968967096,4.129984570450046,MISSION VIEJO
EDU,20,Education,business,0.422,L04-266-1,82786.18662059683,1.9005169367845904,3.501303686704804,MISSION VIEJO
EDU,20,Education,business,0.422,L04-266-5,1121857.512473503,25.75440771159355,4.456912715752344,MISSION VIEJO
EDU,20,Education,business,0.422,L04-301-1 (L04P08),1722873.757676683,39.5518973643799,20.617530641605132,MISSION VIEJO
EDU,20,Education,business,0.422,L04-702-4,11707.499272137162,0.2687682759934514,0.07171458393120379,MISSION VIEJO
EDU,20,Education,business,0.422,L05-049-1,47815.13284817273,1.0976887995702,0.2295104556576498,ORANGE CO
EDU,20,Education,business,0.422,L05-489-3,1511717.09217161,34.70438794899265,1.893854192886706,ORANGE CO
EDU,20,Education,business,0.422,L05-489-3d,1511717.09217161,34.70438794899265,1.7978454420612104,ORANGE CO
EDU,20,Education,business,0.422,M01-047-1,348245.7625948625,7.9946546276880595,1.1113226535245704,SAN CLEMENTE
EDU,20,Education,business,0.422,M01-060-3,1293082.1577273086,29.68520041486356,0.6530283148387013,DANA POINT
EDU,20,Education,business,0.422,M02-052-2,1235193.547453205,28.35625546928874,0.9128340884027524,SAN CLEMENTE
EDU,20,Education,business,0.422,M02-052-3,187614.13535460905,4.307045128865975,2.4128460355210497,SAN CLEMENTE
EDU,20,Education,business,0.422,M02-061-4 (SCBS@M02),5575.346765655617,0.12799286196302995,0.14161366159926844,SAN CLEMENTE
EDU,20,Education,business,0.422,M02-085-2,64232.13554481441,1.4745728299845589,0.7377721559183726,SAN CLEMENTE
EDU,20,Education,business,0.422,M02-102-1,4328599.132717445,99.37136012777594,2.059507729004771,SAN CLEMENTE
EDU,20,Education,business,0.422,SC06-146-2 (M00P02),15951.439088704232,0.3661961178753904,0.11239662231285338,SAN CLEMENTE
EDU,20,Education,business,0.422,SC12-068-2,3999.8283411536777,0.091823791104569355,0.11292379641927126,SAN CLEMENTE
IND,30,Light Industrial,business,0.414,I01-11023-3,8602.228241137931,0.19748077709261075,0.5458045301715331,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,I01-11023-5,61397.70457192356,1.4095029881423011,11.324295090733456,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,I01-11059-1,12725.111308736909,0.29212952730337116,0.10342922140315908,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,I01-11077-1,223317.36540840063,5.126681787891233,4.342650236265738,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,I01-11093-1,24195.455820877603,0.5554534573689448,0.6338414831830547,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,I01-11217-1,434185.01241063914,9.9675562248829,27.948143035284996,ALISO VIEJO
IND,30,Light Industrial,business,0.414,I01-11487-1,1457328.395457067,33.4557902843925,0.5967612989215783,LAGUNA BEACH
IND,30,Light Industrial,business,0.414,J01-9031-1,18159.968632947628,0.41689718257667774,0.13944929703579031,LAKE FOREST
IND,30,Light Industrial,business,0.414,J01-9040-1,150.63911836560334,0.00345821214242159,0.0023665845747114,LAKE FOREST
IND,30,Light Industrial,business,0.414,J01-9066-2 (J01P03),2952899.3477551052,67.78951238264305,16.126933234129826,MISSION VIEJO
IND,30,Light Industrial,business,0.414,J01-9144-1 (J01P23),910935.0725848404,20.912275397981222,11.918657915660257,LAGUNA NIGUEL
IND,30,Light Industrial,business,0.414,J01-9144-4 (J01P26),17380.23211507243,0.3989968236044411,0.20620722897040816,ALISO VIEJO
IND,30,Light Industrial,business,0.414,J01-9224-1 (J01P24),168695.04726397578,3.8727208917857943,1.740803287984324,LAGUNA NIGUEL
IND,30,Light Industrial,business,0.414,J01-9224-2 (J01P25),168695.04726397578,3.8727208917857943,1.740803287984324,LAGUNA NIGUEL
IND,30,Light Industrial,business,0.414,J01-9259-3,145518.55928899546,3.340659810949928,2.373383177083485,LAKE FOREST
IND,30,Light Industrial,business,0.414,J01-9264-1 (J01P06),6519394.501191194,149.66530254470692,21.9795044170292,LAKE FOREST
IND,30,Light Industrial,business,0.414,J01-9992-1 (J01P27),329768.90787646564,7.57048271248977,1.3669040364833849,ALISO VIEJO
IND,30,Light Industrial,business,0.414,J04-9249-1,656682.1273981669,15.075407578846573,0.9172992825458652,LAGUNA NIGUEL
IND,30,Light Industrial,business,0.414,J05-9800-2,46.75263900054049,0.001073297199533,0.00421347836665434,LAGUNA HILLS
IND,30,Light Industrial,business,0.414,J06-9079-1 (J06P03),344240.33421970013,7.902702276978144,2.1604629566815,ALISO VIEJO
IND,30,Light Industrial,business,0.414,K01-12126-1 (K01S01),104416.50787446504,2.3970827718491634,0.27077930585092974,DANA POINT
IND,30,Light Industrial,business,0.414,L01-458-1,474029.62525699625,10.88226633106487,1.8123342039241204,ORANGE CO
IND,30,Light Industrial,business,0.414,L01-471-1,106072.31150742396,2.435094944856356,0.762559505792719,ORANGE CO
IND,30,Light Industrial,business,0.414,L01-517-3,22353.85313537086,0.5131759079672097,0.08498586243813387,ORANGE CO
IND,30,Light Industrial,business,0.414,L01-618-5 (L01S09),1682.6192837541653,0.03862777810494702,0.00982879360049034,SAN JUAN CAPISTRANO
IND,30,Light Industrial,business,0.414,L01-726-9,860528.6911130748,19.75509947746019,22.128989748848472,SAN JUAN CAPISTRANO
IND,30,Light Industrial,business,0.414,L01-728-2,420646.1769484304,9.656746086735216,10.06193225235409,DANA POINT
IND,30,Light Industrial,business,0.414,L01-728-3 (L01S02),755788.724359391,17.350591081803444,1.7110707211993086,DANA POINT
IND,30,Light Industrial,business,0.414,L01-728-4,53843.83133316566,1.2360892265642134,1.5603441228906063,DANA POINT
IND,30,Light Industrial,business,0.414,L01-728-7 (L01S03),584295.2902654308,13.413627811147924,7.224220338736244,DANA POINT
IND,30,Light Industrial,business,0.414,L01-747-2,1439.133381547855,0.03303808856975783,0.01373057504358822,SAN JUAN CAPISTRANO
IND,30,Light Industrial,business,0.414,L01-766-2 (L01S06),38182.01085713884,0.8765418637658509,0.35717964734463337,SAN JUAN CAPISTRANO
IND,30,Light Industrial,business,0.414,L01-766-3,484874.4465395475,11.131230166279895,3.0085989624411305,SAN JUAN CAPISTRANO
